candidate,generic,brand,rag response
"['cyclomydril', 'vasosulf', 'zincfrin', 'biorphen', 'dristan', 'neo-synephrine', 'ak-dilate', 'ak-nefrin', 'colrex', 'demi-cof', 'dicomal-dh', 'dicomal-ph', 'ditussin-hc', 'duo-medihaler', 'ed-tlc', 'efasin-hd', 'endagen-hd', 'endal-hd', 'enditussin-hd', 'endotuss-hd', 'enplus-hd', 'exo-tuss', 'prep-hem', 'hem-prep', 'histussin-hc', 'hyco-dh', 'hyphen-hd', 'm-phen', 'med-hist-hc', 'myci', 'mydfrin', 'nalex-dh', 'nasatuss', 'otigesic', 'pediacof', 'pedituss', 'poly-tussin', 'prefrin', 'rindal-hd', 'rolatuss', 'tuss-ds', 'tuss-hc', 'tussirex', 'tympagesic', 'vanex-hd', 'ventuss', 'despec-sf', 'rhinall', 'tussafed-hc', 'b-tuss', 'ear-gesic', 'dytan-d', 'k-tan', 'pancof-pd', 'relacon-hc', 'triant-hc', 'viravan-s', 'viravan-t', 'hist-hc', 'hist-plus', 'nasop', 'tusdec-hc', 'sudal', 'lusonal', 'tussinate', 'dytan-cs', 'dytan-hc', 'excof', 'canges-hc', 'tusana-d', 'simuc-hd', 'hydrofed', 'rynessa', 'exetuss-hc', 'relasin-hc', 'baltussin', 'aldex-ct', 'drotuss-cp', 'didone', 'carbatuss-cl', 'phena-hc', 'xyralid', 'tussplex', 'dytan-cd', 'phenyl-t', 'vazotab', 'duohist', 'rynesa', 'vanacof', 'vanex', 'notuss-pe', 'phendal-hd', 'tuss-pd', 'echotuss-hc', 'ru-hist-d', 'airacof', 'zotex-c', 'nasotuss', 'sinex', 'pluratuss', 'wal-dryl-d', 'wal-four', 'despec-pdc', 'nasopen-ch', 'vanacof-pe', 'dallergy', 'alconefrin', 'hemaway', 'sudo-tab', 'centussin', 'nikzon', 'hemorrodil', 'omidria', 'vazculep', 'immphentiv', 'mydcombi']",phenylephrine,Vazculep,"['Neo-Synephrine', 'Sinex', 'Nasal', 'Sudafed', 'Rhinosyn', 'Sudogest', 'Sudogest-RM', 'Little Noses', 'Sudafed OM', 'Sudafed 12 Hour', 'Sudogest PE', 'Sudafrin', 'Sudogest RF', 'Sudrine', 'Children’s Sudafed', 'Sudafed Non-Drying Sinus', 'Sudafed PE', 'Sudafed Multi-Symptom', 'Sudafed Congestion', 'Sudafed Sinus & Allergy', 'Children’s Sudafed Nasal Decongestant', 'Little Colds Decongestant Plus Cough', 'PediaCare Children’s Decongestant', 'PediaCare Children’s Decongestant Plus Cough', 'Triaminic Decongestant Plus Cough & Fever', 'Triaminic Thin Strips Decongestant', 'Triaminic Softchews Decongestant', 'Triaminic Infant Drops Decongestant', 'Contac Cold + Flu', 'Contac Non-Drying Sinus Congestion', 'Dristan', 'Dristan 12-Hour Nasal Spray', 'Dristan Cold Multi Symptom Formula', 'Dristan Sinus', 'Dristan Sinus Caplets', 'Dristan Cold Multi Symptom Formula Maximum Strength', 'Dristan Cold Multi Symptom Formula Daytime', 'Dristan Cold Multi Symptom Formula Nighttime', 'Dristan Junior', 'Dristan Sinus Multi Symptom Formula', 'Dristan 12-Hour Long Lasting Nasal Spray', '4-Way Fast Acting Nasal Spray', '4-Way Menthol Nasal Spray', '4-Way Long Acting Nasacort Allergy 24HR', 'Congestant Spray', 'Congestant Ultra', 'Congestant Ultra Tablets', 'Congestant Ultra Caplets', 'Congestant-D', 'Congestant-D Tablets', 'Congestant-D Caplets', 'Congestant Headache', 'Congestant Headache Caplets', 'Congestant Headache Jr. Strength', 'Congestant Headache Jr. Strength Caplets', 'Congestant Headache Jr.']"
"['pentran', 'dilantin', 'epanutin', 'di-phen', 'phenytek', 'euthasol', 'somnasol', 'beuthanasia', 'euthaphen']",phenytoin,Dilantin,"['Dilantin', 'Epanutin', 'Phenytek']"
['anticholium'],physostigmine,Anticholium,['Anticholium']
"['isoptocarpine', 'pilogel', 'salagen', 'adsorbocarpine', 'akarpine', 'ocu-carpine', 'pilocar', 'pilostat', 'pilokair', 'pilopine', 'piloptic', 'pilagan', 'vuity']",pilocarpine,Pilagan,"Here is a Python list of brand-name drugs that contain the generic ingredient 'pilocarpine' and are not combination drugs:
 
 python
 
 [
  'Isoptocarpine',
  'Salagen',
  'Ocu-Carpine',
  'Pilagan',
  'Pilocarpine',
  'Vuity'
 ]
 
 These drugs are indicated for various purposes, including treating dry mouth, glaucoma, and presbyopia. Remember to consult a healthcare professional before taking any medication."
"['visken', 'betadren']",pindolol,Visken,"['Visken', 'Betadren']"
"['actos', 'duetact', 'oseni']",pioglitazone,Actos,"Here is a Python list of brand-name drugs that contain the generic ingredient ""pioglitazone"" and are not combination drugs:
 
 python_list = [""Actos""]
 
 Actos is the primary brand-name medication that contains pioglitazone as its active ingredient and is not a combination drug. It is commonly prescribed for the treatment of type 2 diabetes."
['gastrotsepin'],pirenzepine,Gastrotsepin,['Gastrotsepin']
"['flamatrol', 'piroflam', 'pirozip', 'feldene', 'brexidol', 'larapam']",piroxicam,Feldene,"Here is a list of brand-name drugs that contain the generic drug Piroxicam and are not combination drugs:
 
 [ 'Feldene', 'Brexidol', 'Larapam', 'Flamatrol', 'Piroflam', 'Pirozip']"
"['podofin', 'pododerm', 'podocon']",podophyllin,Podofin,"Here is a Python list of brand-name drugs that contain 'Podophyllin' as the primary generic ingredient and are not combination drugs:
 
 python_list = ['Podofin', 'Pododerm', 'Podocon']
 
 These drugs are typically used for the treatment of genital warts and are applied topically. They are designed for human use only and should be used under medical supervision."
"['freshkote', 'minidrops', 'ivizia']",povidone,FreshKote,['FreshKote']
"['iodex', 'betagen', 'betadine', 'disadine', 'pharmadine', 'aerodine', 'antisept', 'clinidine', 'efodine', 'mallisol', 'minidyne', 'polydine', 'povidex', 'povidine', 'videne', 'steribath', 'triadine', 'alphadine', 'meijer', 'ovadine', 'prevail-fx', 'prevail', 'biozide', 'poviderm', 'rexall', 'loris', 'dermawound', 'apocreme']",povidone-iodine,Betadine,"Here is a list of brand-name drugs that contain povidone-iodine as the primary active ingredient and are intended for human use:
 
 [ 'Betadine', 'Povidine', 'Aerodine', 'Polydine', 'Povidex', 'Videne', 'Triadine', 'Alphadine', 'Poviderm' ]
 
 These brands are well-known and trusted for their povidone-iodine products, which are commonly used as antiseptics and disinfectants."
"['duodote', 'protopam']",pralidoxime,Protopam,"['Pralidoxime', ['Duodote', 'Protopam']]"
['mirapex'],pramipexole,Mirapex,['Mirapex']
['symlin'],pramlintide,Symlin,['Symlin']
['effient'],prasugrel,Effient,['Effient']
['pravachol'],pravastatin,Pravachol,['Pravachol']
"['minipress', 'alphavase', 'kentovace', 'minizide']",prazosin,Minipress,"Here is a Python list of brand-name drugs that contain the generic drug Prazosin and are not combination drugs:
 
 python_list = ['Minipress', 'Alphavase', 'Kentovace']
 
 These drugs are primarily used for human treatment and are not combination medications. They are brand-name formulations of the generic drug Prazosin, which is a selective alpha-1 adrenergic receptor antagonist used for various clinical purposes, commonly prescribed for conditions related to the cardiovascular system."
"['predsol', 'vasocidin', 'ak-pred', 'predenema', 'prednesol', 'hydeltrasol', 'ak-cide', 'blephamide', 'cetapred', 'cotolone', 'depo-predate', 'econopred', 'key-pred', 'medasulf', 'medicort', 'metimyd', 'pediapred', 'pred-g', 'predcor', 'prednisol', 'prelone', 'sulster', 'supred', 'predfoam', 'orapred', 'ocu-pred', 'ocu-pred-a', 'codelsol', 'stintisone', 'codelson', 'prednoral', 'pred-phosphate', 'predsulfair', 'pricortin', 'bubbli-pred', 'omnipred', 'flo-pred', 'millipred', 'optimyd', 'veripred', 'surolan', 'temaril-p', 'prednistab', 'solu-delta-cortef']",prednisolone,Orapred,"Here is a list of brand name drugs that contain Prednisolone as the primary ingredient and are not combination drugs. These are also confirmed to be for human use:
 
 - Pedsol
 - Ak-Pred
 - Prednesol
 - Hydeltrasol
 - Medasulf
 - Medicort
 - Pediapred
 - Predcor
 - Prelone
 - Orapred
 - Ocu-Pred
 - Ocu-Pred-A
 - Prednisol
 - Millipred
 - Veripred
 - Temaril-P
 - Prednistab
 
 Please note that this list is not exhaustive and there may be other suitable brand name drugs available. It is always advisable to consult a medical professional or refer to local pharmaceutical guidelines for the most appropriate medication and brand availability."
"['decortisyl', 'prednicen-m', 'sterapred', 'meticorten', 'orasone', 'deltasone', 'prednicot', 'econosone', 'predone', 'rayos']",prednisone,Deltasone,"Here is a list of brand-name drugs that contain the generic ""Prednisone"" and are not combination drugs:
 
  
 - ['Decortisyl', 'Deltasone', 'Meticorten', 'Rayos']
 
 These drugs are primarily used to treat a variety of inflammatory and autoimmune conditions and are typically prescribed for short-term or long-term management depending on the specific condition and severity. Please consult a medical professional for personalized advice and prescriptions."
['mysoline'],primidone,Mysoline,['Mysoline']
"['benemid', 'polycillin-prb']",probenecid,Benemid,"Here is a Python list of brand-name drugs that contain Probenecid as the primary ingredient and are not combination drugs:
 
 python_list = ['Benemid', 'Probalan']
 
 This list was created based on the information available to me up to January 2023. It is always advisable to consult a medical professional or refer to updated medical resources for the most accurate and current information regarding drug brands and their usage."
"['pronestyl', 'procan', 'procanbid']",procainamide,Pronestyl,"['Pronestyl', 'Procanbid']"
"['novocaine', 'mericaine']",procaine,Novocaine,"['Novocaine', 'Mericaine']"
"['natulan', 'matulane']",procarbazine,Matulane,"['Matulane', 'Natulan']"
"['stemetil', 'compazine', 'compro']",prochlorperazine,Stemetil,"['Stemetil', 'Compazine']"
"['phenergan', 'q-mazine', 'm-phen', 'meprozine', 'pentazine', 'promacot', 'promethegan', 'phenadoz']",promethazine,Phenergan,"Here is a list of brand-name drugs that contain Promethazine as the primary ingredient and are not combination drugs:
 
 [ 'Phenergan', 'Q-Mazine', 'M-Phen', 'Promethegan', 'Phenadoz']
 
 These brands are commonly used and well-known for their promethazine formulation, primarily intended for human use."
"['diprivan', 'propoven', 'propoflo', 'rapinovet', 'propovan', 'propothesia']",propofol,Diprivan,"Here is a Python list of brand-name drugs that contain propofol as the primary ingredient and are intended for human use, excluding combination drugs:
 
 ```python
 propofol_brands = ['Diprivan', 'Propoven', 'Propoflo']
 ```
 
 These brands are all well-known and commonly used for the delivery of propofol, a short-acting anesthetic agent. They are not combination drugs and primarily contain propofol as the active ingredient."
"['angilol', 'apsolol', 'berkolol', 'beta-prograne', 'cardinol', 'inderal', 'propanix', 'sloprolol', 'bedranol', 'pronol', 'innopran', 'hemangeol']",propranolol,Inderal,"Here is a list of brand-name drugs that contain propranolol as the main ingredient and are not combination drugs:
 
 [ 'Inderal', 'Hemangeol', 'Innopran', 'Bedranol', 'Beta-Prograne']
 
 These brands are well-known and trusted for their propranolol formulations, and they are used for human consumption. It is always advisable to consult a healthcare professional before taking any medication."
['seroquel'],quetiapine,Seroquel,"Here is a Python list of brand-name drugs that contain the generic drug Quetiapine and are not combination drugs:
 
 ```python
 quetiapine_brands = [""Seroquel""]
 ```
 
 These drugs are typically used to treat certain mental health conditions and are prescribed for human use. ""Seroquel"" is one of the well-known brand names for the generic drug Quetiapine."
"['quinora', 'cardioquin', 'quin-g', 'quin-release', 'quinaglute', 'kiditard', 'quinicardine', 'quinadure', 'quin-tab', 'quinidex', 'nuedexta']",quinidine,Quinora,"Here is a list of brand-name drugs that contain quinidine as the primary ingredient and are not combination drugs:
 
 [ 'Quinora', 'Cardioquin', 'Quin-G', 'Quin-Release', 'Quinaglute', 'Quinicardine', 'Quinidex' ]
 
 These drugs are typically used for human patients and are not combination medications. They are brand names for the generic drug quinidine, which is a class IA anti-arrhythmic agent used to treat irregular heartbeats and related conditions."
"['quinamm', 'qualaquin']",quinine,Qualaquin,"['Quinamm', 'Qualaquin']"
['evista'],raloxifene,Evista,['Evista']
['rozerem'],ramelteon,Rozerem,"Here is a Python list of brand-name drugs that contain Ramelteon as the primary ingredient and are not combination drugs:
 
 ```python
 drugs = [
  {
  'generic': 'ramelteon',
  'brand': ['Rozerem']
  }
 ]
 ```
 
 Ramelteon is a sedative-hypnotic drug used to treat insomnia, and Rozerem is the brand name for this drug. It is designed to interact with melatonin receptors in the brain to regulate sleep patterns."
['altace'],ramipril,Altace,['Altace']
"['zantac', 'raciran', 'tritec', 'rantec', 'zaedoc', 'taladine', 'wal-zan']",ranitidine,Zantac,"Here is a list of brand-name drugs that contain ranitidine and are not combination drugs:
 
 [ 'Zantac', 'Raciran', 'Rantec', 'Zaedoc', 'Taladine', 'Wal-Zan' ]
 
 These brands are all ranitidine-based medications and are typically used for treating conditions such as stomach ulcers, heartburn, and acid reflux. They are designed for human consumption and do not contain any additional active ingredients that would make them combination drugs."
['elitek'],rasburicase,Elitek,['Elitek']
['ultiva'],remifentanil,Ultiva,['Ultiva']
"['prandin', 'novonorm', 'prandimet']",repaglinide,Prandin,"['Prandin', 'Novonorm']"
"['acnomel', 'acnotex', 'bensulfoid', 'rezamid', 'sulforcin', 'resinol']",resorcinol,Resinol,"Here is a Python list of brand-name drugs that contain the generic component ""resorcinol"" and are not combination drugs:
 
 ```python
 brands = [""Acnomel"", ""Acnotex"", ""Bensulfoid"", ""Rezamid"", ""Sulforcin"", ""Resinol""]
 ```
 
 These brands are all suitable for human use and primarily feature resorcinol as their active ingredient. They are not combination drugs, meaning they do not contain multiple active ingredients."
"['virazole', 'copegus', 'rebetol', 'ribasphere', 'ribatab', 'moderiba']",ribavirin,Rebetol,"Here is a list of brand-name drugs that contain Ribavirin as the primary ingredient and are not combination drugs: 
 
 ['Virazole', 'Rebetol', 'Ribasphere', 'Ribatab', 'Moderiba']
 
 These brands are specifically formulated for human use and do not contain any additional active ingredients combined with Ribavirin. They are commonly used for the treatment of viral infections, particularly in the case of hepatitis C."
"['rifater', 'rifadin', 'rimactane', 'rifamate', 'isonarif']",rifampin,Rimactane,"Here is a Python list of brand-name drugs that contain the generic drug Rifampin and are not combination drugs:
 
 ```python
 brands = ['Rifadin', 'Rimactane']
 ```
 
 These drugs, Rifadin and Rimactane, contain Rifampin as the primary active ingredient and are not combination medications. They are typically used to treat bacterial infections in humans, such as tuberculosis."
['xifaxan'],rifaximin,Xifaxan,['Xifaxan']
"['rilutek', 'tiglutik', 'exservan', 'teglutik']",riluzole,Rilutek,"['Rilutek', 'Tiglutik', 'Exservan', 'Teglutik']"
['actonel'],risedronate,Actonel,['Actonel']
"['norvir', 'kaletra', 'technivie']",ritonavir,Norvir,"Here is a Python list of brand-name drugs that contain the generic drug Ritonavir and are not combination drugs:
 
 ```python
 ritonavir_brands = [""Norvir""]
 ```
 
 Norvir (Ritonavir) is a protease inhibitor used to treat HIV infection. It is typically used in combination with other antiretroviral drugs to effectively manage HIV. However, in this case, we are only considering single-ingredient brands, hence the inclusion of Norvir."
"['rituxan', 'truxima', 'ruxience', 'riabni']",rituximab,Rituxan,"['Rituxan', 'Truxima', 'Ruxience', 'Riabni']"
['xarelto'],rivaroxaban,Xarelto,['Xarelto']
['exelon'],rivastigmine,Exelon,['Exelon']
"['maxalt', 'rizaport', 'rizafilm']",rizatriptan,Maxalt,"['Maxalt', 'Rizaport', 'RizaFilm']"
['zemuron'],rocuronium,Zemuron,['Zemuron']
['nplate'],romiplostim,Nplate,['Nplate']
['requip'],ropinirole,Requip,['Requip']
['naropin'],ropivacaine,Naropin,['Naropin']
"['crestor', 'ezallor', 'roszet']",rosuvastatin,Crestor,"Here is a Python list of brand-name drugs that contain the generic ingredient ""rosuvastatin"" and are not combination drugs:
 
 ```python
 best_brands = [""Crestor"", ""Ezallor""]
 ```
 
 These drugs, Crestor and Ezallor, are commonly prescribed and well-known brand-name versions of rosuvastatin. They are not combination drugs, meaning they contain rosuvastatin as the sole active ingredient."
"['jakafi', 'opzelura']",ruxolitinib,Jakafi,"Here is a Python list of brand-name drugs that contain the generic drug Ruxolitinib and are not combination drugs:
 
 ```python
 brands = [""Jakafi"", ""Opzelura""]
 ```
 
 These drugs, Jakafi and Opzelura, are both brand-name medications containing the generic drug Ruxolitinib and are indicated for specific medical conditions. They are not combination drugs, meaning they do not contain multiple active pharmaceutical ingredients."
"['ventolin', 'combivent', 'salbulin', 'volmax', 'libetist', 'proventil', 'airet', 'asmaven', 'duoneb', 'arm-a-med', 'accuneb', 'vospire', 'salbuvent', 'cobutolin', 'proair', 'airsupra']",salbutamol,Ventolin,"Here is a list of brand-name drugs that contain salbutamol as the primary active ingredient and are not combination drugs:
 
 [ 'Ventolin', 'Salbulin', 'Proventil', 'ProAir', 'Vospire', 'Airet', 'Airet', 'Accuneb']
 
 These drugs are commonly used for the treatment of asthma and other respiratory conditions, and they contain salbutamol as the main active ingredient. They are not combination drugs, meaning they do not contain any other active ingredients besides salbutamol."
"['serevent', 'advair', 'airduo', 'wixela']",salmeterol,Serevent,"Here is a Python list of brand-name drugs that contain Salmeterol and are not combination drugs:
 
 ```python
 brands = ['Serevent', 'AirDuo']
 ```
 
 These drugs are used for the long-term treatment of asthma and chronic obstructive pulmonary disease (COPD) and are designed for human use. Serevent is a common brand that contains Salmeterol, while Advair and Wixela are combination drugs that contain both Salmeterol and Fluticasone, so they are not included in this list."
"['invirase', 'fortovase']",saquinavir,Invirase,"['Saquinavir', 'Invirase']"
"['donnatal', 'antispas', 'barbidonna', 'barophen', 'bellalphen', 'bellatal', 'colidrops', 'd-tal', 'donnaphen', 'donnapine', 'elixiral', 'haponal', 'hyosophen', 'hypersed', 'malatal', 'phenobel', 'scopace', 'spasmolin', 'spasquid', 'spastolate', 'transderm-scop', 'maldemar', 'alkabel', 'servira', 'chardonna', 'b-donna', 'phenohytro']",scopolamine,Scopace,"Here is a list of brand-name drugs that contain scopolamine as the main ingredient and are not combination drugs:
 
 [ 'Donnatal', 'Transderm-Scop', 'Scopace', 'Donnapine', 'Barbidonna', 'Barophen', 'Colidrops', 'Spasmolin', 'B-Donna' ]
 
 These drugs are typically used to treat various conditions such as motion sickness, gastrointestinal issues, and to help with certain surgical procedures. Please note that this list may not be exhaustive and it is always advisable to consult a medical professional for personalized advice and recommendations."
"['carbex', 'eldepryl', 'stilline', 'centrapryl', 'vivapryl', 'atapryl', 'emsam', 'zelapar', 'anipryl']",selegiline,Emsam,"['Emsam', 'Zelapar', 'Carbex', 'Eldepryl']"
"['senokot', 'dosaflex', 'senexon', 'senokot-s', 'senolax', 'uni-cenna', 'lax-ease', 'senosol', 'senosol-ss', 'senna-time', 'peri-colace', 'pedia-lax', 'senexon-s', 'purgasol', 'laxacin']",senna,Senokot,"Here is a list of brands that primarily contain the generic drug 'Senna' and are not combination drugs:
 
 [ 'Senokot', 'Senokot-S', 'Senexon', 'Senexon-S', 'Senolax', 'Dosaflex', 'Uni-Cenna', 'Purgasol', 'Senosol', 'Senosol-SS', 'Senna-Time' ]
 
 These brands are commonly used for the treatment of occasional constipation and are suitable for human use. It is always advisable to consult a healthcare professional before taking any medication."
['zoloft'],sertraline,Zoloft,"Here is a Python list of brand-name drugs that contain sertraline as the main ingredient and are not combination drugs:
 
 ```python
 brands = ['Zoloft']
 ```
 
 Zoloft is a well-known and commonly prescribed brand-name medication that contains sertraline as the active ingredient. It is used to treat a variety of mental health conditions, including depression, anxiety, and obsessive-compulsive disorder (OCD)."
"['renagel', 'renvela']",sevelamer,Renvela,"['Renvela', 'Renagel']"
"['ultane', 'petrem', 'sojourn', 'sevothesia', 'sevosol', 'sevoflo']",sevoflurane,Ultane,"['Ultane', 'Sevorane', 'Sevothesia']"
"['viagra', 'revatio', 'liqrev']",sildenafil,Viagra,"['Viagra', 'Revatio']"
['olysio'],simeprevir,Olysio,['Olysio']
"['zocor', 'vytorin', 'simcor', 'juvisync', 'flolipid']",simvastatin,Zocor,"Here is a list of brand-name drugs that contain Simvastatin as the primary ingredient and are not combination drugs:
 
 [ 'Zocor', 'Simcor']
 
 It's important to note that while these drugs contain Simvastatin as the active ingredient, the effectiveness and suitability of a medication can vary from person to person and should be determined in consultation with a medical professional. Additionally, brand-name drugs may have specific advantages or be more suitable for certain patients compared to their generic counterparts, depending on individual needs and preferences."
"['januvia', 'janumet', 'juvisync', 'steglujan', 'zituvio', 'zituvimet']",sitagliptin,Januvia,"Here is a list of brand-name drugs that primarily contain the generic drug, Sitagliptin, and are not combination drugs:
 
 [
  'Januvia',
  'Steglujan',
  'Zituvio'
 ]
 
 These drugs are all used for the management of type 2 diabetes and are not combination medications, meaning they solely contain Sitagliptin as the active ingredient. They are also specifically indicated for use in humans."
"['sovaldi', 'harvoni', 'epclusa', 'vosevi']",sofosbuvir,Sovaldi,['Sovaldi']
"['aldactazide', 'aldactone', 'spiretic', 'spiroctan', 'spirolone', 'spirospare', 'spironol', 'diatensec', 'laractone', 'carospir', 'cardalis']",spironolactone,Carospir,"Here is a list of brand-name drugs that contain the generic drug Spironolactone and are not combination drugs:
 
 [ 'Aldactone', 'Spiretic', 'Spiroctan', 'Spirolone', 'Spirospare', 'Spironol', 'Carospir', 'Cardalis']
 
 These drugs are typically used to treat various human conditions, such as hypertension, heart failure, and certain hormonal disorders. They are not combination drugs, meaning they contain Spironolactone as the sole active ingredient."
['winstrol'],stanozolol,Winstrol,['Winstrol']
['zerit'],stavudine,Zerit,['Winstrol']
"['kabikinase', 'streptase']",streptokinase,Kabikinase,"['Kabikinase', 'Streptase']"
['chemet'],succimer,Chemet,['Chemet']
"['sufenta', 'dsuvia']",sufentanil,Sufenta,"['Sufenta', 'Dsuvia']"
"['azulfidine', 'ucine', 'sulfazine']",sulfasalazine,Azulfidine,['Azulfidine']
['clinoril'],sulindac,Clinoril,['Clinoril']
"['imitrex', 'trexima', 'treximet', 'alsuma', 'zecuity', 'sumavel', 'zembrace', 'onzetra', 'tosymra']",sumatriptan,Imitrex,"Here is a list of brand-name drugs that contain sumatriptan as the primary ingredient and are not combination drugs:
 
 [ 'Imitrex', 'Alsuma', 'Zembrace', 'Tosymra']
 
 These drugs are specifically used for the treatment of migraine headaches and are intended for human use only. They are all well-known and trusted brands for sumatriptan-based medications."
"['quelicin', 'anectine']",suxamethonium,Quelicin,"['Quelicin', 'Anectine']"
"['prograf', 'protopic', 'hecoria', 'astagraf', 'envarsus']",tacrolimus,Prograf,"['Prograf', 'Protopic', 'Hecoria', 'Astagraf', 'Envarsus']"
"['cialis', 'adcirca', 'alyq', 'entadfi', 'tadliq', 'opsynvi']",tadalafil,Cialis,"['Cialis', 'Adcirca', 'Opsynvi']"
"['emblon', 'fentamox', 'nolvadex-d', 'oestrifen', 'tamofen', 'nolvadex', 'noltam', 'soltamox']",tamoxifen,Nolvadex,"Here is a list of brands that primarily contain the generic drug 'Tamoxifen', are not combination drugs, and are used for humans:
 
 ['Nolvadex', 'Soltamox', 'Emblon', 'Fentamox', 'Tamofen']
 
 These brands are specifically used for the treatment of breast cancer and are well-known for their effectiveness and long-standing use in oncology."
"['flomax', 'jalyn']",tamsulosin,Flomax,"Here is a Python list of brand-name drugs that contain the generic ingredient ""tamsulosin"" and are not combination drugs:
 
 python
 
 brands = [""Flomax""]
 
 The list contains the brand name ""Flomax"" which is primarily composed of the generic drug ""tamsulosin."" It is a commonly prescribed medication for treating symptoms associated with benign prostatic hyperplasia (BPH) in men."
"['zorac', 'tazorac', 'avage', 'fabior', 'duobrii', 'arazlo']",tazarotene,Zorac,"['Zorac', 'Tazorac', 'Avage', 'Fabior']"
['targocid'],teicoplanin,Targocid,['Targocid']
"['micardis', 'micardis-hct', 'twynsta', 'semintra']",telmisartan,Micardis,"Here is a Python list of brand-name drugs that contain the generic ingredient ""telmisartan"" and are not combination drugs:
 
 python_list = [""Micardis"", ""Semintra""]
 
 These drugs are typically used for the treatment of hypertension and are prescribed for human use only. It is always advisable to consult a healthcare professional before taking any medication."
"['normison', 'euhypnos', 'restoril']",temazepam,Normison,"['Normison', 'Restoril']"
"['hytrin', 'terazoisin', 'terazoosin']",terazosin,Hytrin,['Hytrin']
"['lamisil', 'terbinex', 'claro', 'simplera']",terbinafine,Lamisil,"Here is a Python list of brand-name drugs that contain terbinafine as the primary ingredient and are not combination drugs:
 
 python_list = [""'Lamisil'"", ""'Terbinex'"", ""'Claro'"", ""'Simplera'""]"
"['bricanyl', 'brethine', 'brethaire']",terbutaline,Brethine,"['Bricanyl', 'Brethine', 'Brethaire']"
['forteo'],teriparatide,Forteo,['Forteo']
"['nitoman', 'xenazine']",tetrabenazine,Xenazine,['Xenazine']
"['topicycline', 'panmycin', 'ala-tet', 'brodspec', 'sumycin', 'achromycin', 'actisite', 'tetracap', 'tetracon', 'pylera', 'ornacycline', 'diabecline', 'viabecline', 'vitastem']",tetracycline,Panmycin,"Here is a list of brand-name drugs that contain the generic Tetracycline and are not combination drugs:
 
 [ 'Panmycin', 'Sumycin', 'Achromycin', 'Actisite', 'Ornacine', 'Diabecline']
 
 These brands are well-known and established for their Tetracycline formulations and are primarily used for human treatment."
"['kuvan', 'javygtor']",tetrahydrobiopterin,Kuvan,"Here is a Python list of brand-name drugs that contain the generic Tetrahydrobiopterin (BH4) and are not combination drugs:
 
 ```python
 drug_list = [""Kuvan""]
 ```
 
 Only 'Kuvan' is a brand name for Tetrahydrobiopterin and is used for the treatment of certain human conditions, primarily related to Phenylketonuria (PKU). 'Javygtor' seems to be a fictional brand and doesn't exist in reality, so it has been excluded from the list."
['thalomid'],thalidomide,Thalomid,['Thalomid']
"['quadrinal', 'quibron-t', 'lasma', 'slo-phyllin', 'theodur', 'theo-dur', 'theovent', 'uniphyl', 'theospan', 'theolair', 'theobid', 'sustaire', 'elixophyllin', 'bronkodyl', 'aquaphyllin', 'aerolate', 'theochron', 't-phyl', 'slo-bid', 'respbid', 'ami-rax', 'asmalix', 'bronchial', 'elixophyllin-gg', 'marax', 'q-b', 'quibron', 'theo-time', 'theo-x', 'theocon', 'theolate', 'theophyll-gg', 'truxophyllin', 'uni-dur', 'theo-sav', 'biophylline', 'labophylline', 'theograd', 'pro-vent', 'theoclear', 'h-quib', 'broncodur', 'theocap', 'bronkolixir']",theophylline,Elixophyllin,"Here is a list of brand-name drugs that contain theophylline as the primary active ingredient and are not combination drugs:
 
 [ 'Quadrinal', 'Lasma', 'Theodur', 'Theo-Dur', 'Theovent', 'Uniphyl', 'Theolair', 'Theobid', 'Sustaire', 'Elixophyllin', 'Bronkodyl', 'Aquaphyllin', 'Aerolate', 'Theochron', 'T-Phyl', 'Slo-Bid', 'Ami-Rax', 'Asmalix', 'Marax', 'Theo-Time', 'Theo-X', 'Theocon', 'Theolate', 'Theophyll-GG', 'Truxophyllin', 'Uni-Dur', 'Theo-Sav', 'Biophylline', 'Labophylline', 'Theograd', 'Pro-Vent', 'Theoclear', 'Broncodur', 'Theocap' ]
 
 These brands are specifically formulated for the treatment of respiratory conditions such as asthma and chronic obstructive pulmonary disease (COPD), and they contain theophylline as their primary active ingredient, rather than being combination medications that include additional drugs."
"['thyrolar', 'soloxine', 'eltroxin', 'euthyrox', 'levo-t', 'levotabs', 'levothroid', 'levoxyl', 'synthroid', 'unithroid', 'thyrox', 'novothyrox', 'estre', 'tirosint', 'leventa', 'thyro-tabs', 'thyromed', 'thyrokare', 'levocrine', 'thyquidity', 'ermeza', 'thyrocryn']",thyroxine,Synthroid,"Here is a list of brand name drugs that contain thyroxine as the primary ingredient and are not combination drugs:
 
 [ 'Synthroid', 'Levoxyl', 'Unithroid', 'Levothroid', 'Tirosint', 'Levo-T' ]
 
 These brands are commonly prescribed and contain levothyroxine sodium as the main active ingredient, which is used to treat hypothyroidism and related conditions. They are not combination drugs, meaning they do not contain additional active ingredients mixed with thyroxine."
['livial'],tibolone,Livial,['Livial']
['brilinta'],ticagrelor,Brilinta,['Brilinta']
['ticlid'],ticlopidine,Ticlid,['Ticlid']
